name,frequency,name_english
اکبرالسادات,2.8266924568702257e-06,Akbar Al-Sadat
خادمعلی,2.8266924568702257e-06,Khadamali
مرویان صفارزاده,2.8266924568702257e-06,Marviyan Safarzadeh
آقاحسنی,2.8266924568702257e-06,Aghahosani
راست‌کردار,2.8266924568702257e-06,Rastkardār
غالی پور,2.8266924568702257e-06,Ghalipour
کاظمی مهرجردی,2.8266924568702257e-06,Kazemi Mehrjardi
دیباور,2.8266924568702257e-06,Dibavar
بردجی سعدی,2.8266924568702257e-06,Bardaji Saadi
گلستانی ماچک پشتی,2.8266924568702257e-06,Golestani Machak Poshti
رئیسی شیخ محمودی,2.8266924568702257e-06,Reisi Sheikh Mahmoudi
شاه ولی کوه شور,2.8266924568702257e-06,Shah Vali Kouh Shour
قادری درباغی,2.8266924568702257e-06,Qaderi Darbaghi
مسجدی آرانی,2.8266924568702257e-06,Masjedi Arani
کوثری اردکانی,2.8266924568702257e-06,Kowthari Ardekani
رهگشای,2.8266924568702257e-06,Rahgoshay
خیرزاده,2.8266924568702257e-06,Khairzadeh
گلکی,2.8266924568702257e-06,Golaki
سلامی اصل,2.8266924568702257e-06,Salami Asl
سنائی زاده,2.8266924568702257e-06,Sanai Zadeh
میلاقی,2.8266924568702257e-06,Mialaghi
جعفری ابنوی,2.8266924568702257e-06,Jafari Ibnavi
خرم روزان,2.8266924568702257e-06,Khorram Roozan
رحمی پور,2.8266924568702257e-06,Rahmipour
عبدی طالب بیگی,2.8266924568702257e-06,Abdi Taleb Beygi
سیادت امیرسالاری,2.8266924568702257e-06,Seyadat Amirsolari
ترکتاز,2.8266924568702257e-06,Turktaz
نوراله پور,2.8266924568702257e-06,Noorollahpour
شرف بیانی,2.8266924568702257e-06,Sharaf Bayani
اختیار,2.8266924568702257e-06,Ikhtiar
رئیسی راد,2.8266924568702257e-06,Raisi Rad
کیانی مطلق,2.8266924568702257e-06,Kiani Motlaq
میرزائی ارجنکی,2.8266924568702257e-06,Mirzaei Arjanki
صالحوندی,2.8266924568702257e-06,Salehvandi
پهلوانی فر,2.8266924568702257e-06,Pahlevani Far
مرتضوی امیری,2.8266924568702257e-06,Mortezaei Amiri
عباسقلی پور,2.8266924568702257e-06,Abbasgholi Pour
عیسوندفرخی,2.8266924568702257e-06,Eisvandfarakhi
نمدیان,2.8266924568702257e-06,Namadian
مریدان,2.8266924568702257e-06,Moridan
بختیارنژاد,2.8266924568702257e-06,Bakhtiarnejad
پورسیف,2.8266924568702257e-06,Poursif
باب المراد,2.8266924568702257e-06,Bab al-Murad
باقربیکی,2.8266924568702257e-06,Baghrabiki
غرائی,2.8266924568702257e-06,Gharai
عباسی جشوقانی,2.8266924568702257e-06,Abbasi Jashoghani
مظفری نسب,2.8266924568702257e-06,Mozafari Nasab
نصری زاده,2.8266924568702257e-06,Nasrizadeh
حسین زاده کاشانی,2.8266924568702257e-06,Hosseinzadeh Kashani
کمشی کمر,2.8266924568702257e-06,Kamashi Kamar
الیاسی پور,2.8266924568702257e-06,Elyasi Pour
تفنگچی,2.8266924568702257e-06,Gunman
رضائی فومنی,2.8266924568702257e-06,Rezaei Fomani
محمدی جبه دار,2.8266924568702257e-06,Mohammadi Jebhdar
رحیمی کاکلکی,2.8266924568702257e-06,Rahimi Kaklaki
عبدالرضاپور,2.8266924568702257e-06,Abdolrazapour
بهروزی بان بیدی,2.8266924568702257e-06,Behrouzi Ban Bidi
جعفری وردنجانی,2.8266924568702257e-06,Jafari Vardanjani
صفرپوردهکردی,2.8266924568702257e-06,Safarpour Dehkordi
حصاریان,2.8266924568702257e-06,Hosseirian
دارمی زاده,2.8266924568702257e-06,Darmizadeh
جلالی دهکردی,2.8266924568702257e-06,Jalali Dehkardi
خوب نژاد,2.8266924568702257e-06,Khod Nejad
ماکیانی,2.8266924568702257e-06,Makiani
افضلی راد,2.8266924568702257e-06,Afzali Rad
فهروندی,2.8266924568702257e-06,Fahravandi
لندی,2.8266924568702257e-06,Landi
امین الرعایائی خوابجانی,2.8266924568702257e-06,Amin Al-Ra'ayaei Khawabjani
حسینی مشهدطرقی,2.8266924568702257e-06,Hosseini Mashhad Torki
پیروت زاده,2.8266924568702257e-06,Pirouzadeh
نظری گیگلو,2.8266924568702257e-06,Nazari Giglo
صالحی امیری,2.8266924568702257e-06,Salehi Amiri
امانی شلمزاری,2.8266924568702257e-06,Amani Shalamzari
آزادی مینابی,2.8266924568702257e-06,Azadi Minabi
صمدی کله مسیحی,2.8266924568702257e-06,Samadi Kaleh Masihee
توکلی هرندی,2.8266924568702257e-06,Tavakoli Harandi
عربی نوده,2.8266924568702257e-06,Arabi Noudé
ماستری,2.8266924568702257e-06,Mastery
سالک نژاد,2.8266924568702257e-06,Salak Nejad
عدیلی پور,2.8266924568702257e-06,Adili Pour
مسقطی,2.8266924568702257e-06,Muskati
علی نژادفرد,2.8266924568702257e-06,Alinajadfarid
امیری شادمهری,2.8266924568702257e-06,Amiri Shadmehri
اسمعیلی ورنکش,2.8266924568702257e-06,Ismaili Varnaksh
البهادلی,2.8266924568702257e-06,Al-Bahadli
فرامرززاده,2.8266924568702257e-06,Farahmarzadeh
هلال,2.8266924568702257e-06,Helaal
سلامی پور,2.8266924568702257e-06,Salami Pour
نظری سامانی,2.8266924568702257e-06,Nazari Samani
نام‌جو,2.8266924568702257e-06,Namjoo
زنگی نژاد,2.8266924568702257e-06,Zangi Nejad
اروج پور,2.8266924568702257e-06,Arouj Pour
مباشریان,2.8266924568702257e-06,Mobarakehian
پویامقدم,2.8266924568702257e-06,Pouyameghdam
هادی قنوات,2.8266924568702257e-06,Hadi Qanavat
سحرخیزان,2.8266924568702257e-06,Saharakhizan
زرمحمدی,2.8266924568702257e-06,Zar Mohammadi
صیفوری ارپناهی,2.8266924568702257e-06,Seyfouri Arpanahi
خراباتی,2.8266924568702257e-06,Kharabati
حبیبی جزی,2.8266924568702257e-06,Habibi Jazyi
آهوان,2.8266924568702257e-06,Ahavan
پرکاله,2.8266924568702257e-06,Porkaleh
قاسمی خوزانی,2.8266924568702257e-06,Ghasemi Khuzani
کمالی کفراتی,2.8266924568702257e-06,Komali Kofrati
رئیسی هاشم آبادی,2.8266924568702257e-06,Raeisi Hashem Abadi
پارسی پور,2.8266924568702257e-06,Parsipur
بهرامی قلعه اخلاصی,2.8266924568702257e-06,Bahrami Qaleh Akhlasi
جهانشاد,2.8266924568702257e-06,Jahanshad
جرگه ناروئی,2.8266924568702257e-06,Jargeh Naroui
علی نژادطیبی,2.8266924568702257e-06,Alinajad Teybi
ولی زاده زارع,2.8266924568702257e-06,Valizadeh Zar'ee
اسمعیلی طرزی,2.8266924568702257e-06,Ismaili Tarzi
فدائی دولت,2.8266924568702257e-06,Fadai Dowlat
عزیزی تبار,2.8266924568702257e-06,Azizi Tabr
رحیمی شولی,2.8266924568702257e-06,Rahimi Shouli
بادیاب,2.8266924568702257e-06,Badyab
عقیلی نیا,2.8266924568702257e-06,Aghili Nia
منافیان,2.8266924568702257e-06,Monafeian
کرم علی,2.8266924568702257e-06,Karam Ali
بهروزی زاده,2.8266924568702257e-06,Behroozi Zadeh
محمودی تازه کند,2.8266924568702257e-06,Mahmoudi Tazekand
باقری خوزانی,2.8266924568702257e-06,Bagheri Khuzani
آلسعدی,2.8266924568702257e-06,Al-Saadi
گنجی گوهری,2.8266924568702257e-06,Ganjigohari
نوری صادق,2.8266924568702257e-06,Noori Sadegh
بابارحیم,2.8266924568702257e-06,Babarehim
محمدنقی,2.8266924568702257e-06,Mohammadi Naqi
کنج کاو,2.8266924568702257e-06,Kanj Kavu
میدانشاهی,2.8266924568702257e-06,Midan Shahi
اقبالی بابادی,2.8266924568702257e-06,Eghbali Babadi
پورماندنی,2.8266924568702257e-06,Pourmandani
حسینی بوساری,2.8266924568702257e-06,Hosseini Bosari
نصیری خواه,2.8266924568702257e-06,Nasiri Khah
پشت چمن,2.8266924568702257e-06,Behind the Grass
حسینی حصارشنه,2.8266924568702257e-06,Hosseini Hasarshaneh
رئیسی افشار,2.8266924568702257e-06,Raeisi Afshar
عبداللهی محمودآبادی,2.8266924568702257e-06,Abdollahi Mahmoodabadi
میردامادی خوزانی,2.8266924568702257e-06,Mirdamadi Khuzani
سفیداری,2.8266924568702257e-06,Sefidari
جعفری یرکی,2.8266924568702257e-06,Jafari Yarki
گروئی ساردو,2.8266924568702257e-06,Goruoi Sardu
زارع حسینی,2.8266924568702257e-06,Zarei Hosseini
سیفی نیا,2.8266924568702257e-06,Seyfi Nia
حریرچیان,2.8266924568702257e-06,Harirchian
حسینی دزکی,2.8266924568702257e-06,Hosseini Dezaki
صیدلو,2.8266924568702257e-06,Seyedloo
اولی پور,2.8266924568702257e-06,Olypour
دادوئی,2.8266924568702257e-06,Dadooi
ایمانی برنجستانکی,2.8266924568702257e-06,Imani Baranjestanki
کامکاری,2.8266924568702257e-06,Kamkari
جزنی,2.8266924568702257e-06,Jazani
جلال شاهکوهی,2.8266924568702257e-06,Jalal Shahkoohi
میرطیبی,2.8266924568702257e-06,Mirtabi
محمدی حسینیه,2.8266924568702257e-06,Mohammadi Hoseiniyeh
اسدی تمبکی,2.8266924568702257e-06,Asadi Tambaki
خانگی,2.8266924568702257e-06,Khaneghi
عیدی گل تپه ئی,2.8266924568702257e-06,Idigol Tappehii
افشارشاندیز,2.8266924568702257e-06,Afsharshandiz
طاهری بناب,2.8266924568702257e-06,Taheri Bonab
حسنی صدرآبادی,2.8266924568702257e-06,Hosseini Sadraabadi
حسینی صفی‌آباد,2.8266924568702257e-06,Hosseini Safiabad
قادری بافتی,2.8266924568702257e-06,Ghadari Bafti
نگین,2.8266924568702257e-06,Negin
فرجی بیرگانی,2.8266924568702257e-06,Faraji Birgani
صفوی نژاد,2.8266924568702257e-06,Safavi Nejad
کمالی جرجافکی,2.8266924568702257e-06,Kamali Jorjafaki
اکبریان دهکردی,2.8266924568702257e-06,Akbariyaneh Dehkardi
مخبریان نژاد,2.8266924568702257e-06,Mokhaberian Nejad
اصغری شیخی,2.8266924568702257e-06,Asghari Sheikh
جباری نژاد,2.8266924568702257e-06,Jabbari Nejad
عطائی ورزنه,2.8266924568702257e-06,Attai Varzaneh
انبیائی,2.8266924568702257e-06,Anbiai
خوش آبادی,2.8266924568702257e-06,Khoshabadi
سلطانیان دهکردی,2.8266924568702257e-06,Soltaniyan Dehkardi
شعائی,2.8266924568702257e-06,Shoai
صمدی سروکلائی,2.8266924568702257e-06,Samadi Sarvkalayi
محمدی بیرامی,2.8266924568702257e-06,Mohammadi Birami
بهرامی مرغملکی,2.8266924568702257e-06,Behrami Marghamaki
جلیل فر,2.8266924568702257e-06,Jalilfar
هاشمی یرکی,2.8266924568702257e-06,Hashemi Yarki
مرتضائی نیا,2.8266924568702257e-06,Mortezaei Nia
موسوی قلی بیگلو,2.8266924568702257e-06,Mousavi Qoli Beigloo
رضاپوریان,2.8266924568702257e-06,Rezapourian
دوقانلو,2.8266924568702257e-06,Doughanlu
محمدباغبان,2.8266924568702257e-06,Mohammadbaghan
محمدی چم پیری,2.8266924568702257e-06,Mohammadi Cham Piri
خوش‌آیند,2.8266924568702257e-06,Pleasant
خمان,2.8266924568702257e-06,Khoman
بخات,2.8266924568702257e-06,Bokhat
شکیبائی کشه,2.8266924568702257e-06,Shakibai Keshteh
نیکرفتار,2.8266924568702257e-06,Nikraftar
بالی لاشک,2.8266924568702257e-06,Balilashak
مرگدری,2.8266924568702257e-06,Margadari
نیک اعتقاد,2.8266924568702257e-06,Nika Eteghad
غیاثی قروه,2.8266924568702257e-06,Ghayasai Qorveh
ایمانی روشنق,2.8266924568702257e-06,Imani Roshanq
احمدی بنکدار,2.8266924568702257e-06,Ahmadi Bankdar
جرقه قره بلاغی,2.8266924568702257e-06,Jargheh Qareh Balaghi
شاهسوندبغدادی,2.8266924568702257e-06,Shahsavand Baghdadi
احمدیان مزرعه,2.8266924568702257e-06,Ahmadian Mazrae
حسین پورفرد,2.8266924568702257e-06,Hossein Pourfard
بلوکی ناصری,2.8266924568702257e-06,Balooki Naseri
بکتاشی,2.8266924568702257e-06,Baktashi
گره,2.8266924568702257e-06,Goreh
فائق,2.8266924568702257e-06,Faghih
بازه,2.8266924568702257e-06,Bazeh
شیخی نارانی,2.8266924568702257e-06,Sheikh Narani
صفرزادگان,2.8266924568702257e-06,Sefrzadegan
مهروند,2.8266924568702257e-06,Mehrvand
شمس‌الدین پور,2.8266924568702257e-06,Shamseddinpour
رسول,2.8266924568702257e-06,Rasoul
پاشائی اصل,2.8266924568702257e-06,Pashayi Asal
باسلیقه,2.8266924568702257e-06,Tasteful
بلداجی,2.8266924568702257e-06,Boldaji
ناصح زاده,2.8266924568702257e-06,Nasirzadeh
اسدی شهمیرزادی,2.8266924568702257e-06,Asadi Shahmirzadi
یوسفی زاد,2.8266924568702257e-06,Yousefi Zad
قهرمان ایزدی,2.8266924568702257e-06,Izadi Qahraman
موسی حسینی,2.8266924568702257e-06,Mousavi Hosseini
موسوی شیرازی,2.8266924568702257e-06,Mousavi Shirazi
اندایشگر,2.8266924568702257e-06,Thinker
حسینی وفا,2.8266924568702257e-06,Hosseini Vafa
عادی,2.8266924568702257e-06,Adi
فشنگچی,2.8266924568702257e-06,Fashangchi
کاظمی یزدی,2.8266924568702257e-06,Kazemi Yazdi
محمدی محمدآباد,2.8266924568702257e-06,Mohammadi Mohammabad
منصوری نعلبندان,2.8266924568702257e-06,Mansouri Nalbandan
پاسنگ,2.8266924568702257e-06,Pasang
طرسکی,2.8266924568702257e-06,Torsaki
پیل پا,2.8266924568702257e-06,Peyl Pa
آذرتاش,2.8266924568702257e-06,Azartash
پاسالاری بهجانی,2.8266924568702257e-06,Pasalari Behjani
احمدپورترکی,2.8266924568702257e-06,Ahmadpour Turki
تائید,2.8266924568702257e-06,Taeid
حسین غلامی,2.8266924568702257e-06,Hosseini Gholami
سیاه پشت خاچکی,2.8266924568702257e-06,Siahposht Khachaki
سلیم آبادی,2.8266924568702257e-06,Salim Abadi
حدادزاده نیری,2.8266924568702257e-06,Haddadzadeh Niri
کاظمی عسکرانی,2.8266924568702257e-06,Kazemi Askarani
افضلی محمدآبادی,2.8266924568702257e-06,Afzali Mohammadi Abadi
رنگ رز,2.8266924568702257e-06,Rose Color
پورثانی,2.8266924568702257e-06,Pourthani
خیاط پور,2.8266924568702257e-06,Khayatpour
اندایش‌گر,2.8266924568702257e-06,Thinker
سادات مزنگی,2.8266924568702257e-06,Sadat Mazangi
رحیمی طاقانکی,2.8266924568702257e-06,Rahimi Taghanki
اسلامی ورکی,2.8266924568702257e-06,Islami Varki
قرغانی,2.8266924568702257e-06,Gharghani
میردامادیان,2.8266924568702257e-06,Mirdamadian
سبزی گورابسری,2.8266924568702257e-06,Sabzi Ghorabsery
صابری تنبانی,2.8266924568702257e-06,Saberi Tanbani
هومان,2.8266924568702257e-06,Human
لاوژه,2.8266924568702257e-06,Lavajeh
چراتی ساسی,2.8266924568702257e-06,Charati Sasi
محمدزمانی استکی,2.8266924568702257e-06,Mohammadzamani Estaki
متحدین,2.8266924568702257e-06,Mutahidin
نصیری کیا,2.8266924568702257e-06,Nasiri Kia
رخ بخش زمین,2.8266924568702257e-06,Rokh Bakhsh Zamin
ملارضائی,2.8266924568702257e-06,Molarzaei
حسینی رحمت آباد,2.8266924568702257e-06,Hosseini Rahmatabad
ندرخانلو,2.8266924568702257e-06,Naderkhanoo
غلامی بروجنی,2.8266924568702257e-06,Gholami Boroujeni
موسوی بابائی,2.8266924568702257e-06,Mousavi Babaei
مهدوی آذر,2.8266924568702257e-06,Mahdavi Azar
حسن‌زاده محمدی,2.8266924568702257e-06,Hosseinzadeh Mohammadi
فروتن مهر,2.8266924568702257e-06,Furutan Mehr
نویدنیا,2.8266924568702257e-06,Navadinia
مروتی میرحصاری,2.8266924568702257e-06,Marvati Mirhasari
لاهیجانی,2.8266924568702257e-06,Lahijani
ده شیری,2.8266924568702257e-06,Dah Shiri
میران زاده,2.8266924568702257e-06,Miranzadeh
محسنی مفیدی,2.8266924568702257e-06,Mohseni Mofidi
کوپشی,2.8266924568702257e-06,Kopeshi
کناریوند,2.8266924568702257e-06,Kenarivand
میرزاحسین,2.8266924568702257e-06,Mirza Hossein
احمدی جبلی,2.8266924568702257e-06,Ahmadi Jabeli
حدادان,2.8266924568702257e-06,Haddadan
صادق پورجزی,2.8266924568702257e-06,Sadeghpourjazi
سیادت نژاد,2.8266924568702257e-06,Seyadat Nejad
توکلی دارکانی,2.8266924568702257e-06,Tavakoli Darkani
عادل نیانجف آبادی,2.8266924568702257e-06,Adel Neyanjaf Abadi
جایروندی,2.8266924568702257e-06,Jairavandi
رنجبرفتح آبادی,2.8266924568702257e-06,Ranjbar Fath Abadi
محمدی آرزوجی,2.8266924568702257e-06,Mohammadi Arzoji
شکری,2.8266924568702257e-06,Shokri
خاجوی قره میرشاملو,2.8266924568702257e-06,Khajavi Qareh Mirshamloo
علیرضائی علویجه,2.8266924568702257e-06,Alirezaei Alavijeh
حمزه پورماشاری,2.8266924568702257e-06,Hamzeh Pour Mashari
محمدی شریف,2.8266924568702257e-06,Mohammadi Sharif
مومن زاده خولنجانی,2.8266924568702257e-06,Momenzadeh Khoolanjani
هاشمی یزدی,2.8266924568702257e-06,Hashemi Yazdi
کربلائی محمدعلی,2.8266924568702257e-06,Karbalai Mohammad Ali
اسداله پورکوتنائی,2.8266924568702257e-06,Asadollah Pourkoutanai
سعیدپورگیلوائی,2.8266924568702257e-06,Saeidpourgilvayi
مشکی زاده,2.8266924568702257e-06,Moshkizadeh
جای باش,2.8266924568702257e-06,Jai Bash
ترابی دستگردوئی,2.8266924568702257e-06,Torabi Dashtgerdoui
ریحانی فرد,2.8266924568702257e-06,Reihani Fard
اختراعی,2.8266924568702257e-06,Ekhtaraei
یزدانی پرائی,2.8266924568702257e-06,Yazdani Parai
قلعه کاهی,2.8266924568702257e-06,Qal'eh Kahi
احمدی کوپائی,2.8266924568702257e-06,Ahmadi Koopaee
پاغر,2.8266924568702257e-06,Pagher
نسترنی,2.8266924568702257e-06,Nasterni
تقربیان,2.8266924568702257e-06,Taqrabiyan
وکیلی چناران,2.8266924568702257e-06,Vakili Chenaran
خوش‌طالع,2.8266924568702257e-06,Khush-tal'agh
مصطفی سلطانی,2.8266924568702257e-06,Mostafa Soltani
محسنی هماکرانی,2.8266924568702257e-06,Mohseni Homakirani
جعفری عراقی,2.8266924568702257e-06,Jafari Iraqi
سلیمان پناه,2.8266924568702257e-06,Soleimanpanah
اکبرزاده فتح آبادی,2.8266924568702257e-06,Akbarzadeh Fathabadi
علیشیری,2.8266924568702257e-06,Alishiri
ترکمان زاده,2.8266924568702257e-06,Turkmanzadeh
دهقان نسب,2.8266924568702257e-06,Dehqan Nasab
کیاست فر,2.8266924568702257e-06,Kiasfar
پیکاری,2.8266924568702257e-06,Peikari
طیب نیا,2.8266924568702257e-06,Tayebnia
مغزی,2.8266924568702257e-06,Maghzi
پوربرات,2.8266924568702257e-06,Pourbarat
لطیفی زازرانی,2.8266924568702257e-06,Latifi Zazrani
حاصل لو,2.8266924568702257e-06,Haselloo
روشن فرد,2.8266924568702257e-06,Roshanfard
دیروندی,2.8266924568702257e-06,Diravandi
رنجبراسبی دره,2.8266924568702257e-06,Ranjbarasbi Darreh
ماهیان,2.8266924568702257e-06,Mahiān
بیطاری,2.8266924568702257e-06,Veterinarian
دشت دار,2.8266924568702257e-06,Dashtdar
سلیمانی ننادگانی,2.8266924568702257e-06,Soleimani Nanadgani
بندور,2.8266924568702257e-06,Bandour
سروشیان,2.8266924568702257e-06,Saroushian
کیوان نیا,2.8266924568702257e-06,Keyvaniyan
ادب زاده,2.8266924568702257e-06,Adabzadeh
حاجی باباعلی,2.8266924568702257e-06,Haji Babaali
ناظم پور,2.8266924568702257e-06,Nazempour
واجدی,2.8266924568702257e-06,Vajdi
دهقان بورکی,2.8266924568702257e-06,Dehghan Borki
ابوالحسنی خوراسگانی,2.8266924568702257e-06,Aboulhasani Khorasgani
حاجی قاسمعلی,2.8266924568702257e-06,Haji Ghasemali
عاقبت بخیر,2.8266924568702257e-06,Aghabati Be Khair
شیبانی خبری,2.8266924568702257e-06,Sheibani Khabari
عالی محمدی پیرانشاهی,2.8266924568702257e-06,Aali Mohammadi Piran Shahi
نائل,2.8266924568702257e-06,Naeel
بهرکشکول,2.8266924568702257e-06,Bahrakshool
صیدی پور,2.8266924568702257e-06,Seydi Pour
فروغ بخش,2.8266924568702257e-06,Faroughbakhsh
غضنفری هرندی,2.8266924568702257e-06,Ghazanfari Harandi
پاز,2.8266924568702257e-06,Paz
طهمزی,2.8266924568702257e-06,Tahmizi
لولاکی,2.8266924568702257e-06,Lulaki
اشرف منصوری,2.8266924568702257e-06,Ashraf Mansouri
فلاح جوشقانی,2.8266924568702257e-06,Fallah Joshiqani
رقامی,2.8266924568702257e-06,Raqami
فرقانی اسفیدواجانی,2.8266924568702257e-06,Farghani Esfidevajani
معمربامری,2.8266924568702257e-06,Mirmamari
آژگان,2.8266924568702257e-06,Azghan
دهخدائی دهقی,2.8266924568702257e-06,Dehkhodai Dehqi
ارباب پور,2.8266924568702257e-06,Arbabpour
راه نما,2.8266924568702257e-06,Rahnama
دواچی,2.8266924568702257e-06,Dawachi
حسینی کیشانی,2.8266924568702257e-06,Hosseini Kishani
هاشمی زاد,2.8266924568702257e-06,Hashimi Zadeh
صادقی سراجی,2.8266924568702257e-06,Sadeghi Saraji
مومنیان,2.8266924568702257e-06,Momenian
فرامرزلو,2.8266924568702257e-06,Farahmarzloo
جنتی نژاد,2.8266924568702257e-06,Janati Nejad
اسفندیاری نژاد,2.8266924568702257e-06,Esfandiari Nejad
برداره,2.8266924568702257e-06,Bardareh
بی جوهر,2.8266924568702257e-06,Bijohr
عاشق قره خانی,2.8266924568702257e-06,Asghari Qarekhani
امانی زارین,2.8266924568702257e-06,Amani Zareen
هاشمی حفظ آباد,2.8266924568702257e-06,Hashemi Hafez Abad
ترازوی زر,2.8266924568702257e-06,Zar Scale
مالمیری,2.8266924568702257e-06,Malayeri
مستعان قلعه جوق,2.8266924568702257e-06,Mosta'an Qaleh Jogh
رحیمی فراهانی,2.8266924568702257e-06,Rahimi Farahani
فرهادیان بابادی,2.8266924568702257e-06,Farhadian Babadi
سهلانی,2.8266924568702257e-06,Sahlanian
ارغیده,2.8266924568702257e-06,Arghideh
حسینی فیروزآبادی,2.8266924568702257e-06,Hosseini Firouzabadi
سبز,2.8266924568702257e-06,Green
علاقه‌مند,2.8266924568702257e-06,Alaghamand
عباسی کسبی,2.8266924568702257e-06,Abbasi Kasbi
محمدپورلیما,2.8266924568702257e-06,Mohammadpour Lima
معموری,2.8266924568702257e-06,Moeinouri
جبه داری,2.8266924568702257e-06,Jahbadari
حسینی زرینی,2.8266924568702257e-06,Hosseini Zarini
فرهبد,2.8266924568702257e-06,Farahbod
حقیقی علیکانی,2.8266924568702257e-06,Haghighi Alikani
نوری زرجانی,2.8266924568702257e-06,Noori Zarjani
نصیری الموتی,2.8266924568702257e-06,Nasiri Al-Ma'uti
مایل,2.8266924568702257e-06,Mayel
خوان زاده,2.8266924568702257e-06,Khan Zadeh
جهان نورد,2.8266924568702257e-06,Jahan Nard
طاهری کتکی,2.8266924568702257e-06,Taheri Kataki
ادیانی,2.8266924568702257e-06,Adyani
فقیه حبیب آبادی,2.8266924568702257e-06,Faqih Habib Abadi
درجی,2.8266924568702257e-06,Daraji
رستمی اسبی دره,2.8266924568702257e-06,Rostami Asbidarreh
گراشی,2.8266924568702257e-06,Gharashi
میناب,2.8266924568702257e-06,Minab
رفیعی رودبالی,2.8266924568702257e-06,Rafiei Roudbali
محمدی فخر,2.8266924568702257e-06,Mohammadi Fakhr
محمدی ارهانی,2.8266924568702257e-06,Mohammadi Arhani
توپا,2.8266924568702257e-06,Tupa
فرخی حاجی‌آباد,2.8266924568702257e-06,Farrokhi Hajiabad
شریفی رودبالی,2.8266924568702257e-06,Sharifi Roodbali
نجارخدابخش,2.8266924568702257e-06,Najarkhodabakhsh
صالحی ملک آبادی,2.8266924568702257e-06,Salehi Malek Abadi
توکلی یزدی,2.8266924568702257e-06,Tavakoli Yazdi
احمدی علی‌آبادی,2.8266924568702257e-06,Ahmadi Aliabadi
سراجهء,2.8266924568702257e-06,Sarajeh
هاشمی هندوکشی,2.8266924568702257e-06,Hashimi Hindukush
حاصلی ابرقوئی,2.8266924568702257e-06,Haseli Abrquyi
اویسی کهخا,2.8266924568702257e-06,Oveyssi Khakha
قدیری نژاد,2.8266924568702257e-06,Ghadiri Najad
عبادی آذر,2.8266924568702257e-06,Abadi Azar
طاهری شهرضا,2.8266924568702257e-06,Taheri Shahreza
سعیدی خواه,2.8266924568702257e-06,Saidi Khah
صفانژاد,2.8266924568702257e-06,Safanajad
خانی فراشبندی,2.8266924568702257e-06,Khanifarashbandi
روستائی دره میانه,2.8266924568702257e-06,Roustai Darreh Miane
اکبری طاحونه,2.8266924568702257e-06,Akbari Tahuneh
صالح زاد,2.8266924568702257e-06,Salehzad
اکبرزاده,2.8266924568702257e-06,Akbarzadeh
رحیم زاده وردانی,2.8266924568702257e-06,Rahimzadeh Vardani
طالب نیا,2.8266924568702257e-06,Talebnia
ابری نیا,2.8266924568702257e-06,Abarinia
محمدیان مقدم,2.8266924568702257e-06,Mohammadian Moghaddam
چراغی شمس آبادی,2.8266924568702257e-06,Charaghi Shams Abadi
مهین رنجبر,2.8266924568702257e-06,Mahin Ranjbar
فهرجی,2.8266924568702257e-06,Fahraji
حیدری سردابی,2.8266924568702257e-06,Heidari Sardabi
کردی پور,2.8266924568702257e-06,Kordipour
مال امیری,2.8266924568702257e-06,Mal Amiri
پورجلیلی,2.8266924568702257e-06,Pourjalili
یزدانی کیا,2.8266924568702257e-06,Yazdani Kia
فلاح علی‌آبادی,2.8266924568702257e-06,Fallah Ali Abadi
صاحبکار,2.8266924568702257e-06,Sahebkar
ناصرصدرآبادی,2.8266924568702257e-06,Nasr Sadrabadi
آذری مقدم,2.8266924568702257e-06,Azari Moghaddam
علم باز,2.8266924568702257e-06,Alam Baz
احمدی بختیاری,2.8266924568702257e-06,Ahmadi Bakhtiari
پرکر,2.8266924568702257e-06,Porkar
صفری قلعه زنجیری,2.8266924568702257e-06,Safri Qaleh Zanjiri
نوبر,2.8266924568702257e-06,Nobari
کریمی آتانی,2.8266924568702257e-06,Karimi Atani
یحیائی خارکشی,2.8266924568702257e-06,Yahyaei Kharkashi
محمدی صومعه,2.8266924568702257e-06,Mohammadi Soumeh
حدیقی,2.8266924568702257e-06,Hosseini
سردرهء,2.8266924568702257e-06,Sardareh
عبدلی سروشک,2.8266924568702257e-06,Abdali Soroushki
کشن روستا,2.8266924568702257e-06,Keshan Roosta
خانمحمدی خشوئی,2.8266924568702257e-06,Khān Mohammadī Khoshūyi
عالمی نیسی,2.8266924568702257e-06,Alami Nissi
زرین خط,2.8266924568702257e-06,Zarrin Khat
فرزوقی,2.8266924568702257e-06,Farzoughi
حسینی بندرآبادی,2.8266924568702257e-06,Hosseini Bandar Abadi
رفعتیان,2.8266924568702257e-06,Rafatian
دلاورپور,2.8266924568702257e-06,Delavarpour
شاهنگی,2.8266924568702257e-06,Shahanghi
شعنی,2.8266924568702257e-06,Shani
نجفی تیرتاشی,2.8266924568702257e-06,Najafi Teirtashi
عامری نژاد,2.8266924568702257e-06,Amiri Nejad
سیدحیدری,2.8266924568702257e-06,Sayyid Haidari
حاجی سالم,2.8266924568702257e-06,Haji Salem
خلکانی تازه کند,2.8266924568702257e-06,Khalakani Tazekand
شابدین,2.8266924568702257e-06,Shabedin
اله یاری نوگورانی,2.8266924568702257e-06,Alahyari Noghourani
پورجاسم,2.8266924568702257e-06,Pourjasem
